Output format is csv.
p_name,total_qty
rosy aquamarine moccasin light orchid,701
purple orange sandy dim royal,580
turquoise drab rose saddle midnight,571
cream pale seashell powder violet,631
navy chartreuse red olive salmon,498
firebrick peru indian midnight cream,533
rose lawn spring orange green,577
hot blue goldenrod indian dark,606
cyan purple snow cornsilk linen,362
peru plum dark burnished ivory,710
steel tomato olive white blush,477
dark dodger lavender khaki misty,523
pink plum almond green lemon,605
gainsboro bisque indian rosy misty,478
burnished rosy midnight green royal,594
lavender cornsilk pale pink papaya,707
spring cream midnight orchid blue,572
aquamarine blush royal violet pale,634
goldenrod forest deep slate sienna,787
bisque sandy frosted midnight turquoise,638
midnight powder cornsilk firebrick mint,523
violet purple chocolate magenta lace,801
goldenrod salmon burlywood burlywood cornflower,477
beige navajo deep metallic floral,461
rose spring tomato navajo red,474
chocolate blue slate forest honeydew,512
plum orchid pale light slate,319
tomato dark magenta turquoise dodger,447
sienna snow peach ghost chocolate,819
grey ghost drab honeydew firebrick,670
coral turquoise yellow magenta forest,761
azure beige blue purple puff,348
papaya honeydew deep smoke blanched,690
cornflower smoke seashell lace drab,305
purple lace plum smoke puff,535
wheat azure antique chocolate spring,568
tan blue powder powder burnished,476
floral wheat maroon ghost dim,336
green ivory metallic drab gainsboro,648
pink misty hot ghost powder,398
tomato chocolate antique gainsboro dodger,511
spring navajo plum navajo gainsboro,492
cyan cream chocolate lawn firebrick,608
indian chiffon honeydew chiffon maroon,497
steel blanched forest tan blue,399
chartreuse smoke cyan blush papaya,271
peach burlywood spring grey drab,574
sandy lace ivory wheat goldenrod,738
antique bisque mint floral salmon,681
seashell linen slate lawn antique,741
bisque moccasin misty goldenrod lace,563
ghost orange metallic linen cornflower,574
purple slate metallic light lemon,782
moccasin lime blush pink papaya,450
hot floral linen lemon navy,460
blanched hot chocolate medium light,708
bisque wheat thistle tomato magenta,350
coral goldenrod medium puff linen,630
magenta sandy powder powder midnight,912
lawn sandy deep floral maroon,614
aquamarine chocolate peach dodger blanched,776
blue powder chartreuse chiffon lime,704
saddle navy linen ivory sienna,710
navy medium thistle green medium,373
navy yellow coral beige orchid,370
dark snow medium blue slate,684
burlywood beige honeydew violet navajo,978
medium turquoise dark goldenrod forest,655
navy sienna white purple chartreuse,322
lime burlywood navajo cream red,574
lime papaya thistle navy almond,434
moccasin light purple linen smoke,646
black royal cream dim smoke,382
blue plum burnished burlywood ivory,363
khaki frosted lavender orange lawn,418
purple beige azure red mint,438
tomato olive violet red burnished,604
white medium navy almond spring,677
sandy sienna salmon chartreuse honeydew,966
cornflower gainsboro blush cornsilk metallic,541
tomato medium cornflower ivory honeydew,453
brown pale chartreuse aquamarine brown,485
moccasin goldenrod purple misty tomato,770
smoke forest peru hot burlywood,447
chiffon orange smoke orange almond,938
orange rosy blue moccasin salmon,515
ghost khaki olive antique yellow,558
purple tomato orange plum sandy,536
royal pink bisque navy metallic,601
lime lace antique metallic magenta,506
cyan dodger black chartreuse lime,329
blanched grey black gainsboro orchid,699
drab powder plum cornflower salmon,476
peach brown blanched drab maroon,545
ivory green turquoise misty goldenrod,507
plum almond lemon puff chocolate,615
papaya frosted dim cornsilk lace,382
brown medium dim turquoise linen,408
pale forest tan thistle blanched,488
peru salmon papaya drab tomato,529
seashell dim chocolate violet dark,675
yellow green turquoise cornflower rose,453
wheat peru olive peru navy,415
black metallic goldenrod olive moccasin,429
maroon chartreuse slate light salmon,449
papaya mint linen mint green,616
red puff lemon azure red,670
coral almond aquamarine smoke hot,782
red lavender blush navajo linen,391
frosted brown seashell navy rose,631
brown dark cyan firebrick tomato,604
white grey indian tan navajo,699
red powder black lace azure,492
drab sienna tan indian misty,498
peru wheat wheat pink cream,767
dim green ivory lemon goldenrod,791
ghost lavender grey navy spring,503
salmon bisque lemon royal coral,467
burlywood grey papaya deep burnished,442
chartreuse spring chocolate lavender smoke,707
antique forest khaki maroon cornsilk,388
drab sandy navy brown blush,635
peach salmon azure pale slate,522
beige azure salmon powder metallic,408
purple wheat lavender bisque deep,515
dodger thistle deep cyan peru,547
rosy olive turquoise lime magenta,638
slate peru plum misty dark,816
purple wheat lace plum bisque,403
peach gainsboro black lace ghost,654
ivory rose dodger chiffon rosy,559
misty dodger cornflower puff cornflower,484
royal brown green navajo rosy,385
rosy light papaya burnished lace,732
gainsboro olive dim rosy green,432
azure light slate red cyan,341
tan ghost peru cyan forest,726
rose almond lime steel sienna,718
grey brown plum maroon sienna,431
puff lavender honeydew frosted chartreuse,562
blush bisque aquamarine thistle cornsilk,556
dark dark slate khaki pink,302
midnight smoke sandy pink azure,616
dodger moccasin lavender lawn navy,420
beige magenta cyan green floral,463
saddle snow powder navajo khaki,848
royal azure puff aquamarine turquoise,557
magenta blue saddle frosted forest,422
thistle black linen azure magenta,491
salmon lime goldenrod plum blanched,503
cream pale almond tan honeydew,867
powder coral blanched lime olive,483
honeydew red pale papaya burlywood,607
lawn firebrick dark honeydew snow,511
orchid moccasin gainsboro thistle mint,673
lawn pale navajo navy khaki,737
chocolate cyan green puff green,494
magenta peach navy linen snow,329
sandy azure plum peach rose,451
pale mint midnight deep lime,855
spring burlywood light wheat lemon,548
blanched coral beige dodger powder,311
green sienna azure mint white,524
khaki yellow frosted midnight midnight,525
magenta khaki orchid violet blush,441
slate cream navajo pale tomato,489
royal saddle navy grey midnight,374
powder peru sienna cornsilk plum,547
cornsilk seashell saddle burnished sandy,449
coral burnished forest misty blush,460
metallic linen navy goldenrod lace,596
cyan bisque lime peach antique,426
cornsilk violet beige aquamarine metallic,785
forest chartreuse purple aquamarine chartreuse,667
spring green seashell puff antique,443
violet navajo steel smoke red,594
gainsboro black cornsilk khaki deep,444
black sandy floral midnight violet,679
hot grey navajo mint blanched,510
violet misty bisque magenta gainsboro,267
maroon sky sienna olive midnight,439
honeydew peru white seashell lawn,700
medium linen blanched salmon coral,631
white deep frosted burlywood frosted,471
firebrick gainsboro moccasin navajo lawn,477
smoke frosted sienna cornflower plum,640
lavender lime misty rosy cornsilk,354
midnight indian pale lime steel,335
light sandy medium pink saddle,431
light sandy sandy deep moccasin,494
honeydew grey turquoise yellow cornflower,528
honeydew medium ivory dark azure,915
floral cream light honeydew chiffon,443
blue grey lace lemon plum,544
blue chartreuse slate thistle drab,598
orange salmon khaki salmon purple,656
puff sienna plum almond white,341
black dim chiffon chocolate burnished,682
snow metallic lawn honeydew green,514
antique spring peach papaya forest,722
snow pink purple moccasin khaki,666
red honeydew navajo orchid burnished,446
orange purple pink powder blue,740
dim spring cyan dim wheat,681
medium yellow goldenrod sky turquoise,454
blush midnight snow green linen,650
blanched chiffon midnight moccasin bisque,413
metallic orchid drab forest honeydew,773
royal floral rosy medium slate,392
black lime dark yellow sky,598
powder lavender almond lace peach,700
drab powder lemon cyan antique,663
tan seashell thistle medium burlywood,525
sky ghost forest chartreuse orchid,683
blanched sky bisque blush drab,288
olive indian saddle almond deep,694
metallic khaki sienna metallic powder,612
maroon violet purple deep ivory,497
gainsboro cream cornsilk gainsboro firebrick,558
floral seashell metallic snow powder,356
sienna brown coral medium blush,772
drab chiffon drab sandy thistle,602
peru gainsboro cornsilk royal red,609
pink wheat grey brown aquamarine,576
navajo dim plum firebrick orange,366
saddle seashell bisque deep frosted,433
thistle slate maroon almond tomato,701
navajo gainsboro burnished ivory blush,840
ivory navy bisque thistle chiffon,547
red lavender salmon snow rose,716
tan beige blue beige seashell,526
dark blue forest medium chiffon,692
midnight midnight lemon turquoise saddle,771
burlywood light coral tomato steel,554
goldenrod peru orange snow green,627
coral beige drab frosted goldenrod,530
lemon rose thistle white misty,368
cyan steel red khaki frosted,544
tomato royal snow slate indian,350
tomato puff chocolate papaya blanched,483
salmon burnished violet indian honeydew,556
papaya peach royal blue cornflower,380
firebrick sky moccasin yellow purple,375
cornsilk indian metallic almond lemon,731
black cornflower lemon burnished mint,487
snow thistle peach medium white,365
violet rosy salmon misty steel,775
cornflower goldenrod saddle medium chartreuse,539
drab powder burlywood cornflower mint,700
pink tan moccasin salmon black,764
lace mint peru grey almond,666
pale grey burnished goldenrod goldenrod,273
seashell midnight forest navy papaya,305
sienna blanched spring plum ghost,467
misty ghost cyan hot sienna,593
cyan frosted steel magenta saddle,757
gainsboro almond sandy wheat papaya,528
almond pale peach rose snow,826
almond wheat yellow ghost slate,538
lime blue orange light thistle,661
almond antique metallic rosy drab,486
yellow sandy linen burnished spring,708
cyan misty blanched pale blanched,353
medium spring linen lawn metallic,599
khaki goldenrod dark dark cornflower,585
chiffon floral linen beige dim,468
powder papaya cyan olive navajo,609
sky red green cornsilk almond,360
misty midnight peach rosy seashell,695
forest red metallic peru firebrick,637
deep ivory lavender moccasin chartreuse,688
navajo lavender frosted steel cornsilk,609
plum yellow seashell burlywood misty,504
wheat sandy seashell smoke blanched,496
maroon brown green turquoise red,462
hot chartreuse moccasin honeydew misty,677
peach misty magenta olive blush,574
powder dark steel navajo chiffon,625
honeydew magenta papaya coral medium,408
blue brown ivory peach blue,513
slate olive yellow midnight rose,584
beige floral mint metallic puff,604
white snow firebrick bisque pink,466
burnished peru sienna olive peach,391
lawn midnight cyan cornflower beige,684
peach misty honeydew almond drab,530
sky pink sandy navy dark,751
lace rosy royal medium blue,616
turquoise floral blush steel burnished,641
orchid gainsboro midnight spring tomato,535
red peru rose ivory khaki,655
aquamarine saddle slate powder black,558
steel snow lime azure forest,600
orchid peach black dodger goldenrod,683
rosy light bisque royal green,453
ivory lawn floral bisque puff,492
violet forest white plum smoke,953
lavender metallic saddle burnished deep,442
tan royal olive steel almond,631
chocolate medium hot indian rose,576
coral firebrick purple sky royal,686
medium powder rose saddle tomato,670
pale gainsboro gainsboro brown red,317
saddle lawn ivory salmon powder,524
puff lemon rose seashell maroon,442
misty black lawn puff snow,738
pink magenta lawn hot gainsboro,513
khaki violet khaki cyan navy,646
sienna plum navajo azure olive,564
frosted indian rosy coral aquamarine,587
papaya goldenrod chartreuse blush cornsilk,594
brown dark chiffon drab linen,446
firebrick grey sienna ivory purple,596
red pink cream dark white,703
firebrick mint sandy goldenrod plum,676
grey pink cream peach rosy,697
dodger cornsilk lace lawn red,782
steel dodger metallic brown tan,410
light firebrick sienna midnight slate,493
azure goldenrod chartreuse forest forest,505
cornflower drab sandy yellow black,562
dim bisque indian green medium,431
lime navajo beige smoke moccasin,698
plum deep yellow honeydew tan,500
